src,dst,wgh
UQ,TO,847.0
WT,IH,60.0
XY,KW,225.0
KV,P,219.0
YG,FN,968.0
ND,BO,485.0
QX,WD,762.0
CK,YB,187.0
WN,PK,672.0
LP,YR,705.0
IA,RI,901.0
AB,NL,7.0
PF,KQ,533.0
TC,MQ,879.0
WK,DY,972.0
YS,FX,64.0
JM,FX,892.0
LM,NF,439.0
EL,YM,114.0
EG,LG,898.0
HO,CO,334.0
WO,IN,703.0
EE,IL,542.0
LQ,RU,975.0
KB,RT,167.0
NO,WH,112.0
RG,LB,250.0
PG,DT,793.0
ED,U,278.0
JY,GH,859.0
PV,PP,265.0
BZ,CK,447.0
DX,GX,248.0
GK,WC,375.0
VA,BP,916.0
HO,QA,568.0
ZF,K,576.0
PR,YM,13.0
RB,LH,26.0
GD,UO,358.0
GG,BZ,686.0
LT,NV,794.0
PL,CP,566.0
PO,NA,46.0
LX,SK,728.0
WY,TO,499.0
LV,PP,327.0
CH,LR,166.0
EK,AK,846.0
TA,IX,885.0
TF,WD,877.0
VI,KW,138.0
PH,LM,30.0
XM,WT,216.0
IB,JN,414.0
EM,CE,869.0
YU,GT,458.0
VB,JI,211.0
RR,PF,815.0
I,JH,994.0
RN,ZD,24.0
EF,AQ,6.0
IS,XD,534.0
RQ,GO,576.0
VD,LC,443.0
KA,HD,994.0
MN,WI,453.0
CZ,SK,408.0
CU,FE,904.0
RK,NR,674.0
GM,WY,615.0
EH,CK,441.0
ZN,WD,742.0
ZI,IX,277.0
E,SE,549.0
GL,OH,49.0
TP,EE,587.0
IR,NL,359.0
ZM,NM,304.0
KB,AG,267.0
ET,CU,821.0
KQ,MC,861.0
XB,AB,166.0
KT,WN,153.0
ZJ,CA,415.0
DI,HI,152.0
XQ,LX,803.0
KN,AQ,75.0
OA,FE,797.0
QN,UJ,455.0
BH,UJ,886.0
VP,YY,217.0
KH,HT,704.0
XS,NR,233.0
MU,WY,980.0
PC,YX,482.0
OH,UE,251.0
KJ,JN,566.0
AV,FP,499.0
SJ,HO,585.0
DI,UU,745.0
GQ,MC,214.0
XQ,ZJ,952.0
OQ,KD,123.0
MQ,CV,906.0
OT,UO,106.0
QI,UP,16.0
FA,DK,795.0
UA,JJ,324.0
WA,QR,13.0
VY,NW,755.0
XI,AR,579.0
ZV,PW,524.0
OX,ZD,566.0
QF,JD,681.0
KU,BG,646.0
IZ,HE,80.0
ZP,WZ,884.0
YF,HE,956.0
QU,UZ,560.0
VW,ZO,206.0
XZ,OH,310.0
IO,BB,720.0
IT,OH,11.0
BI,C,255.0
DL,QV,734.0
EV,DQ,213.0
FA,QW,556.0
UO,LN,483.0
WO,SV,608.0
HI,SV,9.0
HC,ZY,380.0
UD,FK,680.0
WQ,UP,856.0
MV,AQ,749.0
DM,JY,834.0
DR,XE,552.0
XU,ON,763.0
ZX,DG,19.0
KR,DG,364.0
PE,ZT,568.0
T,MN,780.0
CB,OM,173.0
SM,RB,796.0
GY,FV,84.0
HW,UZ,211.0
JG,HU,353.0
ZZ,FA,692.0
QL,BC,133.0
FN,KJ,474.0
LI,QW,86.0
MV,OC,562.0
OY,CV,33.0
FP,MD,26.0
ZS,DM,659.0
JC,QR,317.0
AC,BL,156.0
BW,OS,332.0
DW,WA,840.0
PC,HK,71.0
YK,SL,756.0
TE,XU,432.0
CJ,XT,772.0
DY,XU,204.0
BT,DG,300.0
GG,ZT,485.0
JO,RB,542.0
LW,TA,410.0
NG,FV,87.0
NL,TB,311.0
CI,PC,763.0
AI,HU,65.0
QY,XP,117.0
AA,ND,132.0
FV,TQ,659.0
FY,BB,353.0
EK,YE,14.0
VD,VK,246.0
WS,VL,37.0
JP,KE,600.0
NX,TL,506.0
AU,IE,259.0
Z,DL,140.0
AO,PH,848.0
RH,MN,762.0
SR,I,359.0
HT,IP,180.0
LO,HU,342.0
EF,YK,465.0
RG,DW,341.0
GI,ND,167.0
EI,FV,386.0
SV,DX,426.0
JY,C,709.0
NU,VL,201.0
AJ,PN,409.0
TK,OS,776.0
ME,MT,540.0
TJ,GB,375.0
WW,KP,825.0
ZE,MO,827.0
YZ,I,840.0
OG,VV,361.0
JY,MO,769.0
A,VV,793.0
LT,GQ,774.0
CS,KP,839.0
TD,NE,156.0
EQ,PC,869.0
TL,HV,689.0
KN,YK,695.0
IN,RC,232.0
YY,TR,98.0
LV,IK,999.0
OD,KJ,602.0
EU,TR,975.0
VF,WG,732.0
VN,QX,95.0
LU,T,29.0
OC,BS,52.0
TX,IF,560.0
TM,CC,281.0
F,UR,629.0
TQ,GR,6.0
MN,PD,992.0
BK,LE,18.0
TS,IL,644.0
NR,JB,315.0
OP,YF,601.0
BH,S,939.0
DB,MZ,775.0
SC,T,309.0
VP,EH,132.0
KR,NO,211.0
ZM,GH,509.0
UE,IV,998.0
EY,IV,45.0
ZG,NK,396.0
KO,CC,765.0
MD,CD,373.0
BF,LK,490.0
DN,NJ,161.0
DI,AD,24.0
HA,RX,347.0
VV,KQ,497.0
KX,TX,937.0
MV,YK,135.0
OK,YL,497.0
BH,NE,432.0
SC,NF,475.0
GZ,JG,456.0
KM,NU,15.0
KH,AO,719.0
OH,MZ,604.0
DE,JA,90.0
IW,FC,914.0
FL,CI,499.0
YJ,UC,739.0
WE,O,524.0
OT,NJ,677.0
FF,JL,799.0
DF,CD,738.0
MP,PZ,277.0
MK,CT,52.0
ZV,IR,306.0
M,ES,545.0
SK,WM,392.0
HH,SN,75.0
WC,LG,687.0
YF,Z,547.0
AB,QO,683.0
MM,EN,857.0
DO,VC,689.0
DR,CN,827.0
YE,UI,651.0
OQ,QK,460.0
AD,SI,564.0
UL,WX,900.0
BL,CI,465.0
KV,QE,189.0
S,MF,884.0
ND,SD,166.0
ON,EY,307.0
FS,CY,985.0
UN,YR,879.0
FR,XH,639.0
SS,CT,704.0
DR,PZ,880.0
DM,CT,22.0
WF,HH,86.0
JM,WM,778.0
QO,FJ,655.0
CG,UN,13.0
SM,JW,426.0
FO,LV,191.0
YM,AP,286.0
JG,AP,728.0
RB,OK,478.0
PG,UI,41.0
YL,UY,932.0
JA,HS,638.0
WG,AK,512.0
LN,WX,405.0
QY,CY,477.0
SS,QF,44.0
RD,QE,343.0
EA,EX,700.0
FP,EY,890.0
HU,ZM,2.0
UV,EY,393.0
YI,JM,509.0
LK,LL,482.0
RC,HN,812.0
TF,ZG,130.0
UU,ZH,278.0
GC,NZ,889.0
YM,OB,519.0
YH,AV,782.0
WS,AU,377.0
YK,LG,151.0
SZ,DJ,214.0
TE,QP,863.0
CJ,QO,222.0
UM,AP,585.0
YZ,XC,278.0
CI,HX,208.0
UQ,FE,117.0
VJ,HC,635.0
ZB,YW,881.0
CC,PA,950.0
CK,JR,332.0
NX,MG,366.0
KE,OV,138.0
JJ,KC,260.0
RJ,ID,198.0
VJ,UO,944.0
KB,DJ,970.0
AN,L,268.0
PD,HY,535.0
QB,XC,198.0
RL,JX,948.0
CP,IN,259.0
AP,BF,202.0
TN,SZ,890.0
VV,UY,606.0
MF,OF,203.0
PU,VO,367.0
AJ,II,161.0
TK,HN,454.0
TP,UT,666.0
ZC,DP,539.0
KB,QV,679.0
IM,QU,57.0
CL,RK,953.0
ET,TJ,528.0
GI,TK,206.0
KO,ZW,928.0
ZJ,SP,869.0
BA,VY,175.0
A,OQ,890.0
ES,KS,871.0
VL,HY,795.0
GF,HY,502.0
LX,EA,80.0
WY,FE,200.0
OA,VT,976.0
GU,TU,578.0
DF,ML,566.0
XN,RA,985.0
KH,YI,103.0
M,PA,856.0
AW,BV,940.0
XP,SU,20.0
XK,FO,887.0
OB,OW,858.0
AY,DP,647.0
RR,AV,237.0
WE,XI,124.0
KD,EF,588.0
F,NM,987.0
N,ID,692.0
UA,ZY,645.0
TV,MS,96.0
H,PG,515.0
QF,ZS,455.0
VS,IO,752.0
EX,IN,172.0
IZ,XT,83.0
SE,YJ,381.0
E,DU,868.0
CT,LD,66.0
EW,W,722.0
XU,RQ,602.0
VZ,XO,357.0
IR,B,618.0
ZM,C,166.0
EV,UF,476.0
UE,BQ,128.0
EY,BQ,677.0
FD,OW,43.0
UJ,OW,495.0
HD,WE,957.0
GY,IY,860.0
DK,YT,797.0
BK,RL,196.0
QQ,RL,94.0
BF,EF,772.0
RY,BL,175.0
SD,OR,165.0
HF,XY,603.0
HA,KS,420.0
ZY,M,848.0
UC,NI,169.0
JC,TU,2.0
KR,TV,36.0
HB,DV,737.0
LJ,NC,935.0
Q,RQ,382.0
L,EK,452.0
SO,GK,671.0
DI,GK,376.0
P,IZ,170.0
SI,NN,584.0
UQ,PM,77.0
ZS,UB,626.0
MP,IU,81.0
BR,SB,636.0
HH,LI,283.0
AG,WP,26.0
AB,JJ,217.0
OM,EQ,697.0
OR,RW,483.0
HG,CR,665.0
JJ,UK,574.0
YE,ND,642.0
IT,X,292.0
FQ,WZ,290.0
QW,IJ,729.0
UG,CM,179.0
WO,EL,988.0
FY,RQ,745.0
XY,UG,504.0
HN,RR,67.0
X,SG,179.0
ND,KY,553.0
S,FA,305.0
KU,AI,305.0
LS,PM,816.0
AB,WV,67.0
PA,GU,730.0
HU,EV,131.0
WF,AC,597.0
XU,AD,854.0
YS,PH,595.0
UK,GA,274.0
CG,NI,219.0
SM,CR,57.0
EE,RV,136.0
FO,EQ,849.0
HO,LY,246.0
LL,NY,969.0
AL,UK,728.0
RB,HF,553.0
EI,WK,228.0
ED,JE,541.0
ST,RR,583.0
HQ,NS,999.0
JY,PR,194.0
AK,LT,974.0
CS,NS,721.0
RD,IZ,827.0
RI,WF,549.0
GF,SG,814.0
YI,CH,967.0
LH,WV,17.0
RC,AI,747.0
GE,JP,622.0
WX,GV,71.0
HR,GV,257.0
NJ,CX,896.0
PM,UQ,387.0
NM,NI,865.0
CO,WP,424.0
RE,CC,839.0
IG,SR,718.0
LT,XF,941.0
PL,LZ,480.0
PQ,ZF,270.0
AF,LZ,27.0
PO,WK,830.0
WV,SN,526.0
II,UL,550.0
LV,YZ,107.0
PI,AN,293.0
EP,XA,566.0
RQ,CM,8.0
TA,SH,31.0
LP,DC,127.0
ZA,JA,85.0
RP,WV,418.0
SZ,JQ,283.0
EM,LO,272.0
NW,ZK,237.0
LR,EW,235.0
VB,SS,311.0
VE,AD,838.0
KG,JK,345.0
YR,ER,91.0
EF,KA,4.0
VD,UM,93.0
C,ZU,809.0
NS,FH,774.0
CP,BI,32.0
GH,TC,766.0
TS,ZA,163.0
JZ,HW,588.0
B,RD,913.0
MF,HA,689.0
BH,QH,308.0
TP,NO,894.0
OJ,SX,472.0
BG,HQ,536.0
PW,QD,723.0
RZ,EW,605.0
VT,ZL,56.0
UB,NY,557.0
GF,AT,499.0
ZD,SN,794.0
NV,BI,685.0
PP,OP,889.0
RS,DI,455.0
UA,FH,82.0
XS,XB,544.0
IH,JV,11.0
MP,TC,677.0
KP,LU,826.0
XN,JV,51.0
VN,CN,880.0
QF,FB,788.0
AV,OZ,608.0
QJ,JQ,973.0
IT,KF,487.0
WE,QD,332.0
LG,ZK,977.0
F,GH,765.0
K,TN,29.0
KI,KG,687.0
VZ,CX,513.0
FA,MU,399.0
IS,BO,857.0
YG,ZF,882.0
OS,VH,112.0
ON,IB,588.0
BP,KA,527.0
SF,ZV,521.0
EX,BI,616.0
VS,BJ,913.0
KZ,XW,203.0
MM,VC,853.0
OP,JV,640.0
SE,RE,224.0
BJ,RD,268.0
XU,KL,868.0
XZ,XR,313.0
Y,VR,497.0
QO,IM,761.0
SB,FS,727.0
EV,NA,333.0
YB,ZL,773.0
QV,XM,39.0
DK,RO,372.0
TY,BO,793.0
SD,HM,671.0
WL,QT,219.0
MX,MV,827.0
KX,FN,476.0
UH,TJ,366.0
XU,XX,289.0
UF,QO,429.0
MU,BJ,782.0
QO,VY,622.0
SP,HW,118.0
FE,BY,447.0
SU,VC,789.0
UE,HX,498.0
MT,VS,621.0
OW,KL,717.0
DI,F,485.0
TY,PA,952.0
WG,QZ,997.0
WB,DT,338.0
QY,TN,312.0
SN,TO,714.0
YD,MV,1000.0
ZS,MW,680.0
WD,FN,291.0
OU,WD,444.0
LF,OU,308.0
OX,DO,853.0
PC,QU,15.0
FE,PK,122.0
HH,ED,95.0
RE,ZW,731.0
Z,J,730.0
WP,FX,641.0
NB,BZ,733.0
CI,YM,989.0
AD,DY,912.0
OO,F,442.0
TB,VS,843.0
DQ,IM,79.0
WT,KM,582.0
WN,RP,296.0
WQ,A,877.0
JK,GI,18.0
JP,TO,60.0
PF,MV,476.0
Z,MV,255.0
RH,VX,430.0
HT,RZ,709.0
HO,ET,633.0
XH,MQ,200.0
WM,HX,49.0
RG,NG,694.0
CA,NG,148.0
RB,AA,464.0
PG,FY,315.0
XB,TT,9.0
JY,IM,555.0
AK,EO,25.0
BX,BU,378.0
GF,LB,555.0
JX,V,469.0
WY,IH,309.0
LC,CK,174.0
AJ,YX,825.0
PS,GI,667.0
CM,NQ,21.0
PX,TO,341.0
TK,YC,650.0
WX,Q,233.0
JW,UE,2.0
ZF,BP,819.0
LZ,IX,900.0
VG,LH,320.0
WV,LI,719.0
EQ,YM,390.0
ID,AA,710.0
CH,NW,231.0
PN,GO,268.0
FZ,CQ,233.0
TA,LC,707.0
GC,NB,854.0
EJ,WY,902.0
SZ,CL,279.0
GR,YX,726.0
EM,EJ,605.0
RK,CK,427.0
KE,AL,387.0
YZ,WE,488.0
QE,UE,359.0
RO,GZ,227.0
RR,RK,178.0
VG,YT,598.0
KL,PL,124.0
N,YS,202.0
PT,OB,424.0
EF,CV,987.0
GN,EU,317.0
AU,AB,118.0
SD,RU,22.0
GM,ZD,514.0
EX,ZC,80.0
VS,ZD,512.0
JZ,AR,386.0
KC,LC,976.0
MF,V,34.0
PU,HE,745.0
BH,JC,652.0
SC,JD,120.0
CW,JD,716.0
VP,NR,896.0
WZ,AM,456.0
IJ,UZ,351.0
ZH,CL,207.0
BG,AL,466.0
ZJ,EF,819.0
BA,HO,754.0
OL,NM,959.0
VQ,GU,521.0
MS,XJ,650.0
ZY,QB,101.0
KS,QB,502.0
P,MC,501.0
U,ZI,192.0
GZ,SQ,290.0
KH,JY,33.0
OE,LY,271.0
OH,WJ,302.0
IW,OM,797.0
WC,HE,446.0
XP,EK,151.0
L,UZ,409.0
AV,HU,137.0
QJ,CL,14.0
ZT,QH,729.0
OV,ZO,316.0
MQ,FA,683.0
QI,WU,742.0
FA,FP,610.0
GP,FQ,230.0
IX,HP,821.0
BM,VK,111.0
H,AW,871.0
DU,XJ,375.0
AB,ZY,251.0
J,CQ,882.0
BI,BH,944.0
OO,WZ,394.0
UG,TB,941.0
DL,TA,519.0
HI,VA,302.0
MY,OH,907.0
ON,OI,686.0
EX,HP,290.0
JF,QW,554.0
YA,JP,910.0
MX,FQ,937.0
DM,MD,753.0
FU,OC,336.0
UK,WP,808.0
MW,ZZ,233.0
LK,HJ,826.0
T,OS,771.0
OZ,OS,946.0
QR,ZE,906.0
SP,AR,983.0
HR,JY,256.0
ZZ,HF,792.0
Q,DG,382.0
FN,MO,481.0
WL,XA,736.0
NQ,VA,582.0
RD,ZO,835.0
SN,MJ,60.0
OY,FA,861.0
HK,IK,430.0
UV,OI,883.0
EA,OH,666.0
LK,UV,747.0
RC,QX,596.0
DW,YF,282.0
FE,IF,498.0
WS,KE,765.0
HM,KE,342.0
LJ,ME,684.0
YK,UQ,893.0
NH,QR,186.0
CJ,ZY,260.0
GB,OS,336.0
FW,BM,164.0
JO,TG,154.0
AA,PI,937.0
CI,RH,429.0
DS,EC,274.0
QT,MO,398.0
DQ,BH,238.0
JS,XV,263.0
PD,DW,91.0
AC,RC,443.0
WN,KK,208.0
FX,XP,886.0
ZA,ZP,254.0
VC,OY,858.0
UX,BS,75.0
WP,ME,545.0
RJ,RN,437.0
CD,RN,914.0
AO,RM,991.0
EL,TM,317.0
SR,BN,489.0
HT,KU,54.0
KB,MT,140.0
LL,O,945.0
NO,RH,86.0
PD,RI,699.0
TO,IA,548.0
JV,TW,532.0
PA,FW,89.0
UX,PE,272.0
XA,DX,714.0
HU,DX,499.0
NP,KK,708.0
TH,GM,239.0
PX,MJ,698.0
XH,SX,298.0
TJ,IG,385.0
CO,IF,798.0
VM,ZZ,138.0
JY,OT,505.0
PQ,KV,754.0
VL,RI,235.0
GF,RI,730.0
VG,EC,736.0
AZ,WR,392.0
OD,MO,994.0
CM,TX,45.0
GP,PY,940.0
UA,VW,304.0
RN,GR,875.0
TF,RD,49.0
KK,PD,445.0
LZ,PE,768.0
XM,RT,471.0
TX,KK,407.0
NW,LA,351.0
PZ,T,532.0
AY,MZ,471.0
RR,KF,635.0
MG,CI,386.0
NT,O,656.0
RQ,BO,355.0
FD,KU,708.0
ZL,PJ,407.0
MI,EC,969.0
MN,RI,400.0
QA,VW,102.0
TS,KQ,140.0
IU,TX,74.0
ZN,RD,99.0
ZI,DX,524.0
MC,LF,677.0
PZ,NF,664.0
CT,UN,201.0
HE,LF,666.0
VU,TS,983.0
XX,IL,691.0
MG,PU,126.0
IR,IL,820.0
KR,PT,876.0
OH,BS,883.0
GY,SI,767.0
FD,YG,79.0
EY,LA,313.0
VT,LB,139.0
ZG,PP,848.0
OI,YW,643.0
KO,EH,564.0
DN,PO,985.0
UB,O,127.0
XQ,GX,345.0
VQ,P,814.0
MS,QE,861.0
ZY,IW,596.0
XX,VX,142.0
KM,PZ,801.0
MP,ES,29.0
OE,ET,843.0
PC,TX,83.0
DG,OA,194.0
SP,YL,422.0
GW,Z,437.0
L,NU,511.0
AV,AP,412.0
SO,PU,548.0
BT,PT,99.0
WB,UI,755.0
GV,UI,54.0
ZT,JC,631.0
NV,AK,481.0
UQ,YW,173.0
FK,YW,445.0
IX,AK,752.0
VY,IW,567.0
KV,EX,985.0
MK,EY,254.0
M,GX,85.0
DU,QE,494.0
VX,AF,615.0
IZ,CE,500.0
ZK,ET,440.0
DO,XH,405.0
SJ,QA,561.0
QU,PZ,293.0
BJ,CT,482.0
VZ,BZ,305.0
JM,LF,36.0
LG,YM,541.0
NE,Z,67.0
BN,HI,99.0
HI,NV,930.0
JL,CO,410.0
YB,LB,596.0
SV,QK,728.0
HC,UY,284.0
W,SZ,231.0
UX,ZM,949.0
DM,EY,929.0
WF,JM,913.0
YN,LL,713.0
OZ,HN,989.0
QO,HO,940.0
MZ,AF,221.0
NE,NL,456.0
CG,WS,547.0
UU,OA,448.0
HO,VI,749.0
WJ,OB,314.0
WM,YM,490.0
PB,JH,407.0
BV,QP,427.0
DY,FI,642.0
UW,PU,998.0
AK,VD,206.0
NQ,NV,460.0
BU,HY,58.0
DX,ZR,102.0
BX,SJ,593.0
TL,UI,388.0
LC,SZ,686.0
OU,HT,340.0
HR,QF,806.0
JU,EY,655.0
DY,SU,900.0
WR,XI,374.0
UR,QA,610.0
JT,ZH,316.0
PL,VJ,30.0
AF,VJ,817.0
CI,KC,365.0
TG,UO,264.0
NF,VE,723.0
CK,LW,245.0
LP,MM,763.0
NX,OL,358.0
CE,SZ,704.0
FW,HT,747.0
YU,ZN,480.0
NR,VO,430.0
EL,MH,835.0
KB,FO,835.0
LQ,FP,993.0
YR,OB,940.0
AN,BQ,138.0
PD,KD,396.0
AQ,MB,460.0
UT,DK,544.0
JV,MR,714.0
PV,DK,423.0
TI,HY,73.0
IK,RF,968.0
LH,BG,876.0
TH,H,362.0
EB,H,722.0
VK,RA,326.0
TK,JS,637.0
ZC,FU,485.0
IH,FT,167.0
JW,FU,916.0
CL,TP,674.0
GI,VP,875.0
IL,KI,509.0
WW,FP,468.0
LY,OW,468.0
AV,KX,71.0
PQ,DQ,859.0
OG,QV,807.0
CP,YE,101.0
RT,VJ,836.0
PO,AV,584.0
EQ,KC,285.0
VQ,XJ,676.0
AZ,PM,947.0
NV,KS,204.0
OA,XY,364.0
RX,ZY,718.0
RS,MS,1000.0
BC,ZX,989.0
EP,BL,814.0
ZF,AR,651.0
QC,EA,433.0
BB,RG,894.0
WC,XT,657.0
MM,RA,413.0
FG,PB,330.0
TW,XO,667.0
IT,TP,842.0
PT,R,998.0
DA,OW,597.0
GP,WF,499.0
IX,YE,232.0
TV,OX,855.0
TT,MC,882.0
GS,DQ,523.0
KF,IE,831.0
MN,KD,686.0
BP,TK,13.0
CZ,GF,958.0
HE,EA,545.0
VU,MN,274.0
IO,TV,560.0
IR,BG,413.0
OL,C,442.0
MS,IZ,358.0
KX,OX,500.0
OF,GF,631.0
QS,VK,256.0
BH,IE,370.0
JE,YU,280.0
VK,N,649.0
WI,OR,161.0
O,SB,487.0
SP,RG,332.0
DJ,RG,537.0
IW,AC,780.0
ZU,KO,48.0
FI,PX,686.0
DI,IP,155.0
BT,IO,257.0
UB,FV,430.0
KY,JE,585.0
ZY,PD,102.0
P,LE,716.0
ZW,MI,493.0
OY,VP,823.0
SI,PS,431.0
QI,IK,303.0
SQ,KJ,262.0
FF,EL,785.0
YD,WF,342.0
XY,IZ,282.0
WD,OX,212.0
LF,YE,38.0
VY,BR,600.0
NI,MX,187.0
OX,MY,592.0
OS,S,633.0
ZP,KU,57.0
OM,GV,237.0
JJ,WP,583.0
YE,PI,675.0
XZ,CC,918.0
OQ,LK,232.0
LG,RH,797.0
AD,NI,618.0
CG,CB,409.0
DQ,RW,463.0
QW,KO,377.0
WT,TW,517.0
UL,RX,80.0
FT,GP,660.0
JQ,IP,647.0
CA,JE,126.0
QV,BX,451.0
HX,SM,83.0
ST,GK,874.0
UI,GL,860.0
HC,NT,730.0
LN,EL,828.0
SX,KZ,317.0
WF,CH,358.0
SR,SC,71.0
UZ,UB,448.0
AN,ZK,746.0
EI,YP,272.0
UW,IP,647.0
YL,PY,152.0
CS,PX,294.0
BX,LE,877.0
VA,NE,947.0
UV,Y,950.0
GE,LU,316.0
JR,QI,725.0
WX,JA,380.0
RB,WW,68.0
IG,UW,104.0
JO,EW,881.0
NL,GW,23.0
VG,UR,90.0
DV,AD,525.0
VJ,CC,210.0
II,WQ,487.0
NF,NZ,601.0
RV,RX,597.0
KF,SM,119.0
AR,OO,375.0
RK,LU,935.0
CJ,ZA,252.0
PK,EM,416.0
XF,SH,394.0
IE,CN,190.0
CD,DD,378.0
TP,CH,463.0
XJ,WW,462.0
YW,UC,628.0
PW,EW,644.0
GI,AY,294.0
UY,JL,839.0
ZG,SS,961.0
XG,LK,161.0
CP,DN,884.0
IP,XG,636.0
GK,CS,779.0
ZI,UM,661.0
KC,UM,996.0
AJ,DI,168.0
RX,FH,728.0
VK,JV,904.0
TK,CN,460.0
IM,LU,484.0
ME,AO,606.0
CL,MK,693.0
MD,UX,547.0
OG,JQ,695.0
BA,QY,490.0
PV,JR,391.0
RT,OE,15.0
TD,AZ,361.0
XQ,XM,798.0
UB,QD,503.0
IN,EX,626.0
P,VM,821.0
AZ,IH,585.0
RX,ST,845.0
GU,OU,325.0
GX,ZF,885.0
IH,MA,419.0
XS,ZG,365.0
OE,VI,940.0
M,KA,220.0
TU,OP,738.0
RU,HH,129.0
KJ,VC,836.0
MM,JV,536.0
SJ,TD,98.0
GQ,XR,125.0
ZO,ML,748.0
KI,ML,918.0
GT,FC,976.0
KD,F,486.0
ML,BE,20.0
N,DD,420.0
FA,OZ,346.0
DF,UX,937.0
IS,DT,18.0
IX,QZ,934.0
ZL,AZ,268.0
IQ,AY,64.0
ZQ,OF,687.0
MN,CY,290.0
QF,US,364.0
VX,QU,247.0
YF,ST,73.0
XF,AU,516.0
UH,IC,676.0
FB,IC,208.0
XZ,ZW,430.0
VZ,SO,711.0
VU,FI,828.0
QO,KR,237.0
SG,VD,717.0
SB,HX,21.0
EV,PF,918.0
XW,OK,694.0
IQ,OK,436.0
DK,TT,328.0
UD,QZ,878.0
YA,SZ,484.0
UH,VO,432.0
UC,II,383.0
FU,XM,508.0
JE,RP,471.0
WI,HM,829.0
KR,OV,800.0
KM,BP,638.0
QO,YD,721.0
BR,P,316.0
BW,MV,776.0
QM,VI,280.0
QH,IC,314.0
MT,XX,3.0
PB,ZW,812.0
DI,BK,870.0
YJ,HX,693.0
MS,PG,872.0
ZW,FD,183.0
BS,VS,819.0
EA,XR,182.0
HS,ML,689.0
YD,PA,399.0
NF,YH,265.0
AC,NA,772.0
PC,SZ,294.0
RA,XM,106.0
HM,TO,769.0
AG,RP,459.0
Z,BO,489.0
BO,BP,488.0
GB,YC,138.0
FW,KW,964.0
WU,VI,427.0
NB,EE,968.0
AD,GD,380.0
UL,KS,440.0
YT,TZ,552.0
JI,GT,927.0
PD,NG,584.0
DP,CA,686.0
SY,ML,444.0
WN,TU,654.0
LS,KM,97.0
PA,BU,676.0
TC,RA,33.0
WP,VO,560.0
NU,TO,957.0
RH,YC,363.0
HT,UE,756.0
UZ,MW,716.0
XH,OV,572.0
AN,SF,95.0
BV,CF,626.0
YL,IT,400.0
PV,TZ,95.0
AK,GT,611.0
PA,PG,496.0
EC,YN,883.0
XA,NH,330.0
JX,CA,838.0
XD,XS,157.0
PX,VT,289.0
TA,V,636.0
XC,PB,85.0
WX,BV,320.0
LZ,LC,734.0
JW,WJ,921.0
NM,II,458.0
TE,EK,67.0
GG,GJ,987.0
WW,WE,881.0
YZ,KX,139.0
AY,IX,357.0
II,PL,972.0
ZB,MR,396.0
AS,QA,167.0
RN,QB,885.0
NY,IS,59.0
TA,NH,490.0
IC,WO,366.0
FX,CA,694.0
KF,LH,675.0
ZF,RG,991.0
ZA,EA,540.0
OC,NH,612.0
TX,TU,471.0
J,WI,250.0
AT,JD,476.0
RR,TP,162.0
KL,RQ,687.0
D,AL,240.0
TQ,SG,570.0
EF,FA,798.0
GS,UF,998.0
ZL,YT,182.0
KF,YT,49.0
C,UU,413.0
CU,JO,125.0
RF,EV,750.0
TS,UA,510.0
IP,QB,691.0
JZ,CW,791.0
ZD,AB,693.0
OK,WO,126.0
PU,JJ,999.0
BH,LH,340.0
HE,UP,860.0
WZ,CR,860.0
IM,EP,145.0
MJ,GP,42.0
BG,CQ,848.0
PW,LD,571.0
ZG,YZ,184.0
MD,NS,33.0
OL,PR,521.0
A,CL,687.0
DN,YY,965.0
KN,FA,264.0
AZ,BC,234.0
QN,YT,206.0
BH,YT,209.0
GU,HP,299.0
XS,SB,457.0
KM,ZJ,36.0
MP,OC,172.0
R,QB,182.0
QG,XF,687.0
DI,ZE,557.0
FL,NX,134.0
UB,WK,750.0
GQ,QM,452.0
BL,AL,27.0
TV,AN,990.0
HN,WZ,399.0
XY,ZO,177.0
DF,NS,43.0
KV,OH,229.0
OS,QH,604.0
H,DB,440.0
BP,FA,506.0
SA,HP,416.0
MH,CW,968.0
QU,ZJ,306.0
MM,QC,971.0
HG,VL,793.0
FG,OD,436.0
DR,OC,534.0
KW,HK,909.0
Y,QR,381.0
BN,QS,230.0
QO,DM,174.0
BI,DM,95.0
QM,AR,69.0
QR,NX,75.0
HD,JZ,992.0
WM,UK,271.0
MT,DG,997.0
OI,DH,514.0
DK,MO,997.0
FS,ON,490.0
SD,CM,111.0
WL,LT,921.0
QK,MJ,122.0
MV,FA,92.0
UH,OJ,299.0
WF,SW,206.0
WI,AH,413.0
OU,DR,835.0
LK,JO,680.0
DJ,CW,255.0
HR,MD,131.0
YK,JJ,477.0
MT,QS,923.0
RB,ZZ,757.0
MO,DM,705.0
RE,HK,572.0
FN,OT,952.0
UW,ZE,891.0
WG,LZ,787.0
ZY,AT,527.0
AF,RH,600.0
JD,AS,964.0
DV,DG,19.0
LF,JU,881.0
FZ,PD,855.0
DZ,HV,876.0
SK,DC,711.0
WS,MJ,313.0
HH,D,239.0
HM,MJ,11.0
JP,BC,798.0
YK,WV,878.0
HL,DS,191.0
NG,KF,745.0
CI,TM,347.0
FV,YA,844.0
FQ,KU,647.0
TB,QS,82.0
YW,XF,17.0
PI,TH,824.0
PD,GB,304.0
