src,dst,wgh
BE,XX,27.0
XX,BE,27.0
UH,ZX,708.0
ZX,UH,708.0
JE,VY,94.0
VY,JE,94.0
HE,OQ,569.0
OQ,HE,569.0
UF,XC,9.0
XC,UF,9.0
IJ,RF,846.0
RF,IJ,846.0
JC,TD,34.0
TD,JC,34.0
YC,ZC,993.0
ZC,YC,993.0
KR,TE,654.0
TE,KR,654.0
MZ,VD,318.0
VD,MZ,318.0
O,PF,893.0
PF,O,893.0
JB,KM,669.0
KM,JB,669.0
KT,UY,896.0
UY,KT,896.0
L,DT,107.0
DT,L,107.0
DN,SZ,318.0
SZ,DN,318.0
DI,FT,36.0
FT,DI,36.0
WG,XN,599.0
XN,WG,599.0
GV,KH,346.0
KH,GV,346.0
YO,ZM,497.0
ZM,YO,497.0
U,VO,151.0
VO,U,151.0
QN,SU,861.0
SU,QN,861.0
FK,OV,438.0
OV,FK,438.0
LF,VI,112.0
VI,LF,112.0
DU,GD,209.0
GD,DU,209.0
DZ,TJ,408.0
TJ,DZ,408.0
HM,XX,834.0
XX,HM,834.0
JU,ZW,204.0
ZW,JU,204.0
LE,MR,576.0
MR,LE,576.0
AG,VY,229.0
VY,AG,229.0
QZ,TE,292.0
TE,QZ,292.0
BT,TE,694.0
TE,BT,694.0
UM,XS,508.0
XS,UM,508.0
WB,XT,699.0
XT,WB,699.0
KY,TU,891.0
TU,KY,891.0
NG,VT,621.0
VT,NG,621.0
OV,VU,584.0
VU,OV,584.0
DS,RV,17.0
RV,DS,17.0
OT,SZ,346.0
SZ,OT,346.0
X,RP,683.0
RP,X,683.0
S,EJ,721.0
EJ,S,721.0
CF,TO,810.0
TO,CF,810.0
DP,GJ,505.0
GJ,DP,505.0
HH,YD,847.0
YD,HH,847.0
Z,TJ,530.0
TJ,Z,530.0
FR,PL,971.0
PL,FR,971.0
TC,VJ,848.0
VJ,TC,848.0
PJ,XY,950.0
XY,PJ,950.0
EG,TZ,509.0
TZ,EG,509.0
DL,PG,354.0
PG,DL,354.0
RG,TU,280.0
TU,RG,280.0
CA,TU,267.0
TU,CA,267.0
SV,TV,239.0
TV,SV,239.0
BV,GO,771.0
GO,BV,771.0
JF,NC,604.0
NC,JF,604.0
NN,WJ,182.0
WJ,NN,182.0
LN,PB,972.0
PB,LN,972.0
AP,YI,689.0
YI,AP,689.0
AK,LC,809.0
LC,AK,809.0
PA,TP,41.0
TP,PA,41.0
BX,II,608.0
II,BX,608.0
AE,SF,990.0
SF,AE,990.0
DW,GZ,38.0
GZ,DW,38.0
AM,MW,114.0
MW,AM,114.0
GE,IY,94.0
IY,GE,94.0
JR,NM,943.0
NM,JR,943.0
HW,TK,230.0
TK,HW,230.0
RB,UA,386.0
UA,RB,386.0
TJ,VZ,362.0
VZ,TJ,362.0
DY,IT,999.0
IT,DY,999.0
PQ,YO,828.0
YO,PQ,828.0
AK,YO,423.0
YO,AK,423.0
AF,LI,223.0
LI,AF,223.0
RD,VU,613.0
VU,RD,613.0
II,TU,201.0
TU,II,201.0
JX,TV,784.0
TV,JX,784.0
NK,YJ,852.0
YJ,NK,852.0
AH,NC,384.0
NC,AH,384.0
GE,WK,361.0
WK,GE,361.0
AW,YY,777.0
YY,AW,777.0
PH,UF,420.0
UF,PH,420.0
RP,WE,142.0
WE,RP,142.0
CJ,WE,437.0
WE,CJ,437.0
EM,KX,748.0
KX,EM,748.0
IB,SG,323.0
SG,IB,323.0
NW,YT,508.0
YT,NW,508.0
PL,YU,434.0
YU,PL,434.0
KL,VZ,438.0
VZ,KL,438.0
GN,LI,635.0
LI,GN,635.0
LP,PX,885.0
PX,LP,885.0
C,ZD,333.0
ZD,C,333.0
CU,NX,702.0
NX,CU,702.0
RK,WK,145.0
WK,RK,145.0
TS,YJ,754.0
YJ,TS,754.0
EH,LD,647.0
LD,EH,647.0
GH,SL,913.0
SL,GH,913.0
B,QM,668.0
QM,B,668.0
MC,YY,541.0
YY,MC,541.0
IR,WE,482.0
WE,IR,482.0
OJ,SG,395.0
SG,OJ,395.0
BG,GZ,107.0
GZ,BG,107.0
RW,WU,881.0
WU,RW,881.0
CL,JO,30.0
JO,CL,30.0
AL,CG,168.0
CG,AL,168.0
EY,YT,143.0
YT,EY,143.0
GI,LO,695.0
LO,GI,695.0
KQ,UV,177.0
UV,KQ,177.0
VT,YU,417.0
YU,VT,417.0
ET,LN,821.0
LN,ET,821.0
JV,QC,680.0
QC,JV,680.0
MD,SB,31.0
SB,MD,31.0
BA,OC,6.0
OC,BA,6.0
A,GU,653.0
GU,A,653.0
RY,YO,664.0
YO,RY,664.0
IK,UQ,774.0
UQ,IK,774.0
KS,WP,308.0
WP,KS,308.0
AZ,FL,709.0
FL,AZ,709.0
MF,TV,126.0
TV,MF,126.0
CM,CR,399.0
CR,CM,399.0
GU,LY,69.0
LY,GU,69.0
TZ,YZ,750.0
YZ,TZ,750.0
MR,UF,588.0
UF,MR,588.0
OG,UG,666.0
UG,OG,666.0
AV,OI,788.0
OI,AV,788.0
FL,SG,673.0
SG,FL,673.0
IY,WU,810.0
WU,IY,810.0
KN,WV,942.0
WV,KN,942.0
F,FQ,933.0
FQ,F,933.0
NV,OD,807.0
OD,NV,807.0
N,AH,141.0
AH,N,141.0
CX,XK,498.0
XK,CX,498.0
WA,ZK,612.0
ZK,WA,612.0
DA,EV,937.0
EV,DA,937.0
H,HK,600.0
HK,H,600.0
QF,RW,723.0
RW,QF,723.0
FC,NX,481.0
NX,FC,481.0
GR,NY,751.0
NY,GR,751.0
KZ,XF,134.0
XF,KZ,134.0
CY,QN,981.0
QN,CY,981.0
CT,DH,240.0
DH,CT,240.0
HG,ZU,207.0
ZU,HG,207.0
IO,JU,695.0
JU,IO,695.0
KW,LT,983.0
LT,KW,983.0
BN,VB,895.0
VB,BN,895.0
BL,SG,441.0
SG,BL,441.0
FA,ZP,670.0
ZP,FA,670.0
FD,HA,590.0
HA,FD,590.0
IS,OJ,97.0
OJ,IS,97.0
YB,YU,869.0
YU,YB,869.0
IV,YU,975.0
YU,IV,975.0
C,HQ,38.0
HQ,C,38.0
DK,QX,289.0
QX,DK,289.0
QV,WV,849.0
WV,QV,849.0
JF,XK,514.0
XK,JF,514.0
HF,QC,788.0
QC,HF,788.0
U,AX,19.0
AX,U,19.0
QK,QS,764.0
QS,QK,764.0
BE,QS,174.0
QS,BE,174.0
DM,SR,459.0
SR,DM,459.0
EW,FM,819.0
FM,EW,819.0
JE,OT,661.0
OT,JE,661.0
HE,HL,910.0
HL,HE,910.0
WF,XF,682.0
XF,WF,682.0
FU,UQ,76.0
UQ,FU,76.0
JC,LY,688.0
LY,JC,688.0
DH,FL,523.0
FL,DH,523.0
T,VG,679.0
VG,T,679.0
MZ,NY,136.0
NY,MZ,136.0
O,IA,738.0
IA,O,738.0
QO,VH,61.0
VH,QO,61.0
QM,SM,361.0
SM,QM,361.0
FJ,ON,40.0
ON,FJ,40.0
DJ,HF,944.0
HF,DJ,944.0
SU,UL,323.0
UL,SU,323.0
JG,QN,388.0
QN,JG,388.0
Q,JU,446.0
JU,Q,446.0
FI,FW,434.0
FW,FI,434.0
DN,LU,290.0
LU,DN,290.0
JA,XQ,235.0
XQ,JA,235.0
MX,ZQ,270.0
ZQ,MX,270.0
MV,WV,872.0
WV,MV,872.0
SN,SX,645.0
SX,SN,645.0
HK,OY,118.0
OY,HK,118.0
FP,UW,65.0
UW,FP,65.0
OU,VM,474.0
VM,OU,474.0
BR,KF,365.0
KF,BR,365.0
DZ,ME,759.0
ME,DZ,759.0
RA,UQ,55.0
UQ,RA,55.0
SP,UR,581.0
UR,SP,581.0
HM,QS,78.0
QS,HM,78.0
RE,ZF,963.0
ZF,RE,963.0
GB,VG,90.0
VG,GB,90.0
JO,ZU,135.0
ZU,JO,135.0
NG,OO,975.0
OO,NG,975.0
AA,VW,445.0
VW,AA,445.0
AD,DH,76.0
DH,AD,76.0
DS,KQ,945.0
KQ,DS,945.0
AI,QN,886.0
QN,AI,886.0
TB,VB,930.0
VB,TB,930.0
UQ,VC,759.0
VC,UQ,759.0
QX,XR,203.0
XR,QX,203.0
CK,ZP,493.0
ZP,CK,493.0
DU,MK,899.0
MK,DU,899.0
AB,OZ,252.0
OZ,AB,252.0
PK,ZK,411.0
ZK,PK,411.0
DO,TN,262.0
TN,DO,262.0
FR,IG,936.0
IG,FR,936.0
IE,XL,343.0
XL,IE,343.0
LM,OT,617.0
OT,LM,617.0
CD,YB,489.0
YB,CD,489.0
Y,DN,468.0
DN,Y,468.0
CG,FM,813.0
FM,CG,813.0
VE,XG,724.0
XG,VE,724.0
LQ,TI,73.0
TI,LQ,73.0
PD,XW,593.0
XW,PD,593.0
S,KQ,219.0
KQ,S,219.0
AQ,ZU,981.0
ZU,AQ,981.0
CA,MP,103.0
MP,CA,103.0
RL,ZV,424.0
ZV,RL,424.0
EI,OO,966.0
OO,EI,966.0
SY,XB,20.0
XB,SY,20.0
UX,VS,625.0
VS,UX,625.0
GK,XQ,437.0
XQ,GK,437.0
AJ,YG,405.0
YG,AJ,405.0
UZ,XM,873.0
XM,UZ,873.0
XH,ZL,613.0
ZL,XH,613.0
HW,MF,446.0
MF,HW,446.0
JW,TN,807.0
TN,JW,807.0
ME,VM,7.0
VM,ME,7.0
ED,OU,545.0
OU,ED,545.0
HQ,TI,318.0
TI,HQ,318.0
JY,VH,561.0
VH,JY,561.0
PQ,RJ,948.0
RJ,PQ,948.0
CN,GC,898.0
GC,CN,898.0
TD,VX,801.0
VX,TD,801.0
EQ,XV,264.0
XV,EQ,264.0
GA,KQ,403.0
KQ,GA,403.0
XA,XX,855.0
XX,XA,855.0
II,MP,221.0
MP,II,221.0
JX,MQ,425.0
MQ,JX,425.0
LV,RD,539.0
RD,LV,539.0
NK,RE,350.0
RE,NK,350.0
CH,NF,500.0
NF,CH,500.0
PS,TD,524.0
TD,PS,524.0
EP,PE,460.0
PE,EP,460.0
GE,PF,654.0
PF,GE,654.0
TF,XR,679.0
XR,TF,679.0
VN,ZQ,49.0
ZQ,VN,49.0
IC,TS,336.0
TS,IC,336.0
JR,TT,450.0
TT,JR,450.0
LZ,VS,788.0
VS,LZ,788.0
EJ,WH,701.0
WH,EJ,701.0
IB,LB,438.0
LB,IB,438.0
IG,YH,705.0
YH,IG,705.0
NW,RO,444.0
RO,NW,444.0
QE,TN,159.0
TN,QE,159.0
TR,YB,499.0
YB,TR,499.0
GO,MU,844.0
MU,GO,844.0
ID,MV,385.0
MV,ID,385.0
ML,WC,661.0
WC,ML,661.0
KL,OU,766.0
OU,KL,766.0
EK,PK,824.0
PK,EK,824.0
IS,YR,292.0
YR,IS,292.0
KF,VX,147.0
VX,KF,147.0
CU,GS,226.0
GS,CU,226.0
VS,YM,54.0
YM,VS,54.0
GM,YM,908.0
YM,GM,908.0
GH,LG,540.0
LG,GH,540.0
KE,NG,791.0
NG,KE,791.0
G,WN,96.0
WN,G,96.0
MC,RT,809.0
RT,MC,809.0
B,JH,352.0
JH,B,352.0
NR,RU,979.0
RU,NR,979.0
PZ,TT,378.0
TT,PZ,378.0
AO,GN,631.0
GN,AO,631.0
E,TS,347.0
TS,E,347.0
DB,VS,788.0
VS,DB,788.0
SH,VS,705.0
VS,SH,705.0
GJ,NA,707.0
NA,GJ,707.0
MG,WI,387.0
WI,MG,387.0
QB,VN,22.0
VN,QB,22.0
CQ,PP,956.0
PP,CQ,956.0
MI,YC,941.0
YC,MI,941.0
BF,UD,429.0
UD,BF,429.0
BA,GX,931.0
GX,BA,931.0
CP,GY,626.0
GY,CP,626.0
DN,WC,737.0
WC,DN,737.0
MF,MQ,102.0
MQ,MF,102.0
EZ,KR,64.0
KR,EZ,64.0
GX,PE,481.0
PE,GX,481.0
KM,WN,972.0
WN,KM,972.0
DG,UO,513.0
UO,DG,513.0
R,NF,633.0
NF,R,633.0
ET,RU,830.0
RU,ET,830.0
QG,UJ,201.0
UJ,QG,201.0
AV,HD,156.0
HD,AV,156.0
DI,WI,618.0
WI,DI,618.0
FL,LB,504.0
LB,FL,504.0
KN,PQ,69.0
PQ,KN,69.0
QI,WD,710.0
WD,QI,710.0
CX,QF,401.0
QF,CX,401.0
FF,SE,881.0
SE,FF,881.0
KH,WT,816.0
WT,KH,816.0
BM,UT,232.0
UT,BM,232.0
H,AF,324.0
AF,H,324.0
M,NL,161.0
NL,M,161.0
FC,GS,723.0
GS,FC,723.0
KZ,QA,40.0
QA,KZ,40.0
MM,NG,41.0
NG,MM,41.0
SJ,WO,886.0
WO,SJ,886.0
HG,SP,282.0
SP,HG,282.0
DR,LG,538.0
LG,DR,538.0
FG,LH,774.0
LH,FG,774.0
IT,PV,758.0
PV,IT,758.0
NB,ZC,762.0
ZC,NB,762.0
LB,RU,656.0
RU,LB,656.0
F,LX,944.0
LX,F,944.0
SL,YI,912.0
YI,SL,912.0
FA,SK,538.0
SK,FA,538.0
EV,FE,510.0
FE,EV,510.0
HI,UJ,127.0
UJ,HI,127.0
JQ,WI,207.0
WI,JQ,207.0
KV,YX,846.0
YX,KV,846.0
MY,NQ,644.0
NQ,MY,644.0
S,UY,201.0
UY,S,201.0
HF,IX,199.0
IX,HF,199.0
KU,QG,827.0
QG,KU,827.0
BZ,OG,328.0
OG,BZ,328.0
QP,WT,493.0
WT,QP,493.0
DM,LM,424.0
LM,DM,424.0
FU,NL,843.0
NL,FU,843.0
MW,ZI,632.0
ZI,MW,632.0
JH,RZ,120.0
RZ,JH,120.0
NE,TZ,648.0
TZ,NE,648.0
HW,WN,682.0
WN,HW,682.0
V,PV,921.0
PV,V,921.0
UW,WI,881.0
WI,UW,881.0
LI,SK,596.0
SK,LI,596.0
NQ,UJ,783.0
UJ,NQ,783.0
MV,PQ,269.0
PQ,MV,269.0
RD,YX,378.0
YX,RD,378.0
FP,NR,864.0
NR,FP,864.0
BW,QG,648.0
QG,BW,648.0
HM,JN,715.0
JN,HM,715.0
LJ,LN,981.0
LN,LJ,981.0
AG,HO,442.0
HO,AG,442.0
BQ,XJ,497.0
XJ,BQ,497.0
TE,ZI,524.0
ZI,TE,524.0
DY,ZI,892.0
ZI,DY,892.0
BT,EU,646.0
EU,BT,646.0
GB,OB,216.0
OB,GB,216.0
JO,SP,687.0
SP,JO,687.0
NL,UP,672.0
UP,NL,672.0
CI,QQ,849.0
QQ,CI,849.0
AI,JI,294.0
JI,AI,294.0
FV,VE,662.0
VE,FV,662.0
HK,VF,553.0
VF,HK,553.0
JN,JY,980.0
JY,JN,980.0
AC,QL,326.0
QL,AC,326.0
DU,FF,570.0
FF,DU,570.0
WS,WZ,409.0
WZ,WS,409.0
JU,YY,931.0
YY,JU,931.0
SZ,ZO,277.0
ZO,SZ,277.0
Z,EZ,887.0
EZ,Z,887.0
DO,MI,495.0
MI,DO,495.0
JJ,SV,851.0
SV,JJ,851.0
CD,QW,257.0
QW,CD,257.0
EG,FP,202.0
FP,EG,202.0
FQ,VK,947.0
VK,FQ,947.0
HT,KD,843.0
KD,HT,843.0
JI,KE,401.0
KE,JI,401.0
FY,QB,108.0
QB,FY,108.0
LQ,MD,844.0
MD,LQ,844.0
PD,QR,230.0
QR,PD,230.0
S,DL,555.0
DL,S,555.0
AQ,SP,456.0
SP,AQ,456.0
UY,XE,511.0
XE,UY,511.0
JV,TF,211.0
TF,JV,211.0
XG,ZD,315.0
ZD,XG,315.0
PF,SL,330.0
SL,PF,330.0
EC,OM,34.0
OM,EC,34.0
LM,VA,336.0
VA,LM,336.0
EG,TB,579.0
TB,EG,579.0
PR,SV,235.0
SV,PR,235.0
RZ,UU,558.0
UU,RZ,558.0
TO,UV,463.0
UV,TO,463.0
GD,OX,17.0
OX,GD,17.0
VM,ZI,32.0
ZI,VM,32.0
XB,ZJ,577.0
ZJ,XB,577.0
JY,OC,401.0
OC,JY,401.0
ES,TL,529.0
TL,ES,529.0
LX,MT,676.0
MT,LX,676.0
IN,SQ,174.0
SQ,IN,174.0
AZ,WA,456.0
WA,AZ,456.0
MA,XE,326.0
XE,MA,326.0
RS,TG,104.0
TG,RS,104.0
CM,TG,65.0
TG,CM,65.0
CH,GA,21.0
GA,CH,21.0
UA,VF,136.0
VF,UA,136.0
GE,IA,145.0
IA,GE,145.0
EU,VF,302.0
VF,EU,302.0
XN,ZT,690.0
ZT,XN,690.0
IC,MN,759.0
MN,IC,759.0
EP,HZ,711.0
HZ,EP,711.0
KK,OM,629.0
OM,KK,629.0
RU,VA,345.0
VA,RU,345.0
GR,RB,566.0
RB,GR,566.0
AY,MI,618.0
MI,AY,618.0
F,WF,216.0
WF,F,216.0
I,DQ,176.0
DQ,I,176.0
RN,TM,963.0
TM,RN,963.0
OD,ZJ,807.0
ZJ,OD,807.0
TV,VL,642.0
VL,TV,642.0
DA,VK,512.0
VK,DA,512.0
GS,KE,588.0
KE,GS,588.0
XI,ZZ,633.0
ZZ,XI,633.0
KF,OS,144.0
OS,KF,144.0
C,KT,42.0
KT,C,42.0
BP,ZY,493.0
ZY,BP,493.0
GM,RH,543.0
RH,GM,543.0
OP,ZT,957.0
ZT,OP,957.0
J,ZT,610.0
ZT,J,610.0
QE,ZU,425.0
ZU,QE,425.0
MG,PD,346.0
PD,MG,346.0
BD,LE,272.0
LE,BD,272.0
EY,KJ,890.0
KJ,EY,890.0
OI,YF,241.0
YF,OI,241.0
MI,QX,31.0
QX,MI,31.0
HA,TL,851.0
TL,HA,851.0
IP,TM,18.0
TM,IP,18.0
U,RM,501.0
RM,U,501.0
MV,ZY,197.0
ZY,MV,197.0
DH,WA,301.0
WA,DH,301.0
BC,BM,872.0
BM,BC,872.0
BH,OS,558.0
OS,BH,558.0
GZ,KU,215.0
KU,GZ,215.0
OJ,RI,845.0
RI,OJ,845.0
DG,NJ,988.0
NJ,DG,988.0
R,GA,36.0
GA,R,36.0
DE,KO,362.0
KO,DE,362.0
KQ,TX,734.0
TX,KQ,734.0
HB,MO,774.0
MO,HB,774.0
FI,WL,422.0
WL,FI,422.0
DI,PD,516.0
PD,DI,516.0
FK,YF,814.0
YF,FK,814.0
FF,KZ,124.0
KZ,FF,124.0
LA,RM,211.0
RM,LA,211.0
MP,RN,30.0
RN,MP,30.0
M,GG,827.0
GG,M,827.0
DU,PN,967.0
PN,DU,967.0
SK,YA,716.0
YA,SK,716.0
FH,MT,242.0
MT,FH,242.0
LE,WB,689.0
WB,LE,689.0
BO,PI,937.0
PI,BO,937.0
HL,YQ,871.0
YQ,HL,871.0
DR,EB,232.0
EB,DR,232.0
OQ,RY,344.0
RY,OQ,344.0
LG,XV,653.0
XV,LG,653.0
AD,TW,552.0
TW,AD,552.0
DQ,YK,966.0
YK,DQ,966.0
FA,LF,895.0
LF,FA,895.0
BL,DW,509.0
DW,BL,509.0
JQ,PD,722.0
PD,JQ,722.0
KV,RS,501.0
RS,KV,501.0
S,NT,307.0
NT,S,307.0
HC,UH,583.0
UH,HC,583.0
JK,WG,358.0
WG,JK,358.0
FU,GG,940.0
GG,FU,940.0
MW,SD,580.0
SD,MW,580.0
JM,YA,444.0
YA,JM,444.0
Y,UC,593.0
UC,Y,593.0
T,GW,923.0
GW,T,923.0
CB,IV,899.0
IV,CB,899.0
QR,RI,406.0
RI,QR,406.0
HW,PI,437.0
PI,HW,437.0
LL,WR,109.0
WR,LL,109.0
WM,XV,721.0
XV,WM,721.0
BV,PY,397.0
PY,BV,397.0
FS,RY,204.0
RY,FS,204.0
LN,YL,665.0
YL,LN,665.0
BZ,UN,956.0
UN,BZ,956.0
FM,ZB,870.0
ZB,FM,870.0
BX,RS,631.0
RS,BX,631.0
EA,GL,844.0
GL,EA,844.0
HP,NU,167.0
NU,HP,167.0
WF,WH,113.0
WH,WF,113.0
JC,LA,589.0
LA,JC,589.0
NK,UH,24.0
UH,NK,24.0
LK,MZ,764.0
MZ,LK,764.0
DW,QJ,900.0
QJ,DW,900.0
BW,JB,660.0
JB,BW,660.0
SM,YW,826.0
YW,SM,826.0
AH,JA,431.0
JA,AH,431.0
AM,WG,480.0
WG,AM,480.0
NM,WB,966.0
WB,NM,966.0
GB,GW,598.0
GW,GB,598.0
GG,UC,441.0
UC,GG,441.0
JT,YQ,684.0
YQ,JT,684.0
PL,US,613.0
US,PL,613.0
AF,US,715.0
US,AF,715.0
CI,JL,124.0
JL,CI,124.0
AI,CD,311.0
CD,AI,311.0
QY,RY,309.0
RY,QY,309.0
EA,TX,332.0
TX,EA,332.0
JS,PZ,604.0
PZ,JS,604.0
PN,WM,743.0
WM,PN,743.0
CK,LF,19.0
LF,CK,19.0
RA,TS,394.0
TS,RA,394.0
LP,LV,681.0
LV,LP,681.0
AR,VC,611.0
VC,AR,611.0
AB,AP,989.0
AP,AB,989.0
EM,UH,882.0
UH,EM,882.0
JJ,LQ,765.0
LQ,JJ,765.0
AT,WW,818.0
WW,AT,818.0
AO,JQ,362.0
JQ,AO,362.0
DB,YV,256.0
YV,DB,256.0
NZ,PO,47.0
PO,NZ,47.0
RM,UC,789.0
UC,RM,789.0
RO,WX,572.0
WX,RO,572.0
VJ,WC,678.0
WC,VJ,678.0
KG,SD,577.0
SD,KG,577.0
PI,WS,488.0
WS,PI,488.0
RQ,YR,564.0
YR,RQ,564.0
EF,ST,984.0
ST,EF,984.0
GN,US,185.0
US,GN,185.0
GI,HM,370.0
HM,GI,370.0
KA,ZG,377.0
ZG,KA,377.0
IA,RY,534.0
RY,IA,534.0
JV,MA,56.0
MA,JV,56.0
AU,PZ,742.0
PZ,AU,742.0
B,ZW,640.0
ZW,B,640.0
NU,PU,649.0
PU,NU,649.0
RJ,XD,828.0
XD,RJ,828.0
EZ,NU,499.0
NU,EZ,499.0
TP,WH,426.0
WH,TP,426.0
EE,JB,799.0
JB,EE,799.0
IM,SI,460.0
SI,IM,460.0
AL,LQ,847.0
LQ,AL,847.0
ET,UX,363.0
UX,ET,363.0
GD,HS,71.0
HS,GD,71.0
GI,UY,225.0
UY,GI,225.0
IL,JR,951.0
JR,IL,951.0
OG,QE,874.0
QE,OG,874.0
PV,QF,660.0
QF,PV,660.0
A,QE,274.0
QE,A,274.0
BA,XM,44.0
XM,BA,44.0
CS,EY,265.0
EY,CS,265.0
CP,XN,729.0
XN,CP,729.0
VQ,WS,401.0
WS,VQ,401.0
EQ,JL,209.0
JL,EQ,209.0
KN,ST,283.0
ST,KN,283.0
BC,ZG,420.0
ZG,BC,420.0
EU,OA,790.0
OA,EU,790.0
EO,VD,426.0
VD,EO,426.0
GW,XC,878.0
XC,GW,878.0
IG,JX,869.0
JX,IG,869.0
LT,OL,864.0
OL,LT,864.0
OB,QK,57.0
QK,OB,57.0
CY,ML,307.0
ML,CY,307.0
AY,FD,766.0
FD,AY,766.0
EN,MM,698.0
MM,EN,698.0
WE,YW,704.0
YW,WE,704.0
KI,SZ,548.0
SZ,KI,548.0
GT,LQ,623.0
LQ,GT,623.0
F,PA,729.0
PA,F,729.0
MQ,UY,943.0
UY,MQ,943.0
N,JR,592.0
JR,N,592.0
QD,ZM,516.0
ZM,QD,516.0
GP,VO,154.0
VO,GP,154.0
IX,XN,457.0
XN,IX,457.0
H,QU,889.0
QU,H,889.0
C,DO,789.0
DO,C,789.0
VX,XI,296.0
XI,VX,296.0
YF,ZH,235.0
ZH,YF,235.0
MH,QP,899.0
QP,MH,899.0
OP,SO,929.0
SO,OP,929.0
CY,ZX,247.0
ZX,CY,247.0
FB,OQ,176.0
OQ,FB,176.0
DB,HI,327.0
HI,DB,327.0
TR,XD,696.0
XD,TR,696.0
VZ,ZC,866.0
ZC,VZ,866.0
GO,LW,818.0
LW,GO,818.0
IO,TE,989.0
TE,IO,989.0
I,JX,311.0
JX,I,311.0
EV,VT,570.0
VT,EV,570.0
CV,OL,38.0
OL,CV,38.0
GY,KM,373.0
KM,GY,373.0
IS,XT,743.0
XT,IS,743.0
IQ,UY,289.0
UY,IQ,289.0
OI,RA,517.0
RA,OI,517.0
C,RA,641.0
RA,C,641.0
QQ,SZ,357.0
SZ,QQ,357.0
BK,SZ,137.0
SZ,BK,137.0
V,SY,401.0
SY,V,401.0
BF,FT,37.0
FT,BF,37.0
UD,XN,310.0
XN,UD,310.0
YA,ZN,931.0
ZN,YA,931.0
MX,VO,715.0
VO,MX,715.0
U,KH,722.0
KH,U,722.0
MV,ST,317.0
ST,MV,317.0
EW,OW,233.0
OW,EW,233.0
JE,YD,266.0
YD,JE,266.0
FP,QU,794.0
QU,FP,794.0
BH,HN,665.0
HN,BH,665.0
HE,QV,569.0
QV,HE,569.0
KR,VJ,639.0
VJ,KR,639.0
BD,RL,14.0
RL,BD,14.0
BW,TJ,309.0
TJ,BW,309.0
DG,GE,182.0
GE,DG,182.0
Q,TE,656.0
TE,Q,656.0
DI,HY,896.0
HY,DI,896.0
TY,XT,227.0
XT,TY,227.0
WG,ZS,812.0
ZS,WG,812.0
GV,MM,216.0
MM,GV,216.0
OY,UY,115.0
UY,OY,115.0
DC,PB,971.0
PB,DC,971.0
BM,GJ,281.0
GJ,BM,281.0
BR,TP,825.0
TP,BR,825.0
DU,II,247.0
II,DU,247.0
FE,YD,834.0
YD,FE,834.0
DO,PL,120.0
PL,DO,120.0
BT,VJ,377.0
VJ,BT,377.0
LG,QQ,817.0
QQ,LG,817.0
AD,MR,585.0
MR,AD,585.0
DS,UA,825.0
UA,DS,825.0
DQ,RF,227.0
RF,DQ,227.0
S,GO,327.0
GO,S,327.0
CF,VT,923.0
VT,CF,923.0
DU,VU,249.0
VU,DU,249.0
SY,SZ,984.0
SZ,SY,984.0
LS,RA,494.0
RA,LS,494.0
W,LD,715.0
LD,W,715.0
Z,VO,454.0
VO,Z,454.0
QU,VP,203.0
VP,QU,203.0
BY,UF,337.0
UF,BY,337.0
EG,WE,100.0
WE,EG,100.0
LL,PM,398.0
PM,LL,398.0
LO,ZX,293.0
ZX,LO,293.0
AL,VY,667.0
VY,AL,667.0
RG,VZ,376.0
VZ,RG,376.0
CA,VZ,426.0
VZ,CA,426.0
ED,KS,539.0
KS,ED,539.0
EI,XY,132.0
XY,EI,132.0
ST,TF,477.0
TF,ST,477.0
HQ,PG,713.0
PG,HQ,713.0
LN,RG,25.0
RG,LN,25.0
BZ,NI,756.0
NI,BZ,756.0
LC,LD,242.0
LD,LC,242.0
CM,WJ,650.0
WJ,CM,650.0
TH,WK,553.0
WK,TH,553.0
DW,JE,448.0
JE,DW,448.0
GE,LD,767.0
LD,GE,767.0
TF,TP,103.0
TP,TF,103.0
AM,PB,65.0
PB,AM,65.0
JR,PR,213.0
PR,JR,213.0
HW,VP,964.0
VP,HW,964.0
PM,WE,379.0
WE,PM,379.0
NM,OW,899.0
OW,NM,899.0
UW,VK,446.0
VK,UW,446.0
LT,YT,972.0
YT,LT,972.0
II,VZ,644.0
VZ,II,644.0
NF,NI,951.0
NI,NF,951.0
CC,JJ,34.0
JJ,CC,34.0
AC,CB,178.0
CB,AC,178.0
EP,YO,977.0
YO,EP,977.0
FZ,LJ,148.0
LJ,FZ,148.0
CK,EA,853.0
EA,CK,853.0
TA,TV,513.0
TV,TA,513.0
FX,IO,842.0
IO,FX,842.0
LU,RW,96.0
RW,LU,96.0
JU,KO,880.0
KO,JU,880.0
OC,TV,729.0
TV,OC,729.0
RP,YJ,255.0
YJ,RP,255.0
TE,YK,247.0
YK,TE,247.0
IB,UL,748.0
UL,IB,748.0
LW,TQ,720.0
TQ,LW,720.0
CD,CM,775.0
CM,CD,775.0
KG,KY,426.0
KY,KG,426.0
KL,YE,23.0
YE,KL,23.0
I,UF,49.0
UF,I,49.0
NT,PM,633.0
PM,NT,633.0
CV,YT,528.0
YT,CV,528.0
EF,LO,949.0
LO,EF,949.0
AQ,EF,516.0
EF,AQ,516.0
XL,XZ,606.0
XZ,XL,606.0
IA,KT,56.0
KT,IA,56.0
